F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
135330,0.0166663,4.04645108059049,0.9096416,0.5020508,-0.5683629,19.93011,10.0243,3.917637
135334,0.0166671,4.06311818026006,0.9119405,0.500242,-0.5698889,20.19441,10.00005,3.972264
135336,0.0166664,4.07978457957506,0.9129484,0.4994589,-0.5705949,20.29026,9.970132,3.967569
135342,0.0166669,4.09645147994161,0.9149427,0.4978426,-0.5721141,20.42709,9.889309,3.95275
135344,0.0166667,4.11311817914248,0.9161736,0.4969366,-0.5730286,20.50575,9.819278,3.953724
135348,0.0178355,4.13095367886126,0.9181173,0.4956027,-0.5745389,20.64623,9.641566,3.983816
135350,0.0171158,4.14806947857141,0.9193668,0.4948494,-0.5753614,20.72482,9.527547,4.003783
135354,0.016667,4.16473647765815,0.9214299,0.4940688,-0.5766819,20.84994,9.331244,4.013434
135356,0.0199591,4.18469557724893,0.9224464,0.4938712,-0.5773184,20.93577,9.21746,4.005294
135362,0.0166679,4.20136347785592,0.9246899,0.4935084,-0.5786781,21.13137,9.003345,3.993271
135364,0.0166666,4.2180300783366,0.9256971,0.4934354,-0.5793151,21.22232,8.910233,3.984377
135366,0.0166672,4.23469727858901,0.9269013,0.49344,-0.5800551,21.33809,8.784166,3.952257
135370,0.0166668,4.25136407837272,0.928223,0.4935268,-0.580807,21.42977,8.615191,3.851315
135374,0.0166742,4.2680382784456,0.9295685,0.4937217,-0.5815502,21.44727,8.452171,3.698669
135376,0.0166608,4.28469907864928,0.9308022,0.493874,-0.5821711,21.39263,8.279336,3.494039
135380,0.016669,4.30136807821691,0.9320166,0.4939556,-0.5826873,21.29186,8.120317,3.291888
135384,0.016666,4.31803407892585,0.9332912,0.4938127,-0.5832197,21.15463,7.934141,3.060786
135388,0.0166669,4.33470097929239,0.9344302,0.4933359,-0.5836658,21.03061,7.758179,2.872087
135390,0.0166666,4.35136757977307,0.9350544,0.4929205,-0.5838372,20.97021,7.686552,2.804117
135394,0.0166686,4.36803617887199,0.9362093,0.4918387,-0.5841799,20.86115,7.502916,2.688889
135398,0.0166656,4.38470177911222,0.9371785,0.4907542,-0.5842817,20.85194,7.376202,2.697182
135402,0.0198217,4.40452347882092,0.9376074,0.4902379,-0.5843175,20.88491,7.332478,2.732552
135406,0.0166678,4.42119127884507,0.9384698,0.4893063,-0.5843611,21.00688,7.270712,2.811508
135408,0.0166915,4.4378827791661,0.9388698,0.4889968,-0.5843052,21.07848,7.253431,2.84552
135410,0.0166678,4.45455057919025,0.9392996,0.4887666,-0.584174,21.15472,7.238729,2.870082
135416,0.0166672,4.47121777944267,0.9400532,0.4885916,-0.5838405,21.27063,7.209401,2.876561
135418,0.0166669,4.48788467980921,0.9403639,0.4886187,-0.5836439,21.32544,7.197433,2.860247
135422,0.0166669,4.50455158017576,0.9409335,0.4888288,-0.5832455,21.42278,7.187138,2.802785
135424,0.0166672,4.52121878042817,0.9412562,0.4890347,-0.5829874,21.4759,7.188484,2.754266
