F,DT,T,LPos_X,LPos_Y,LPos_Z,LRot_X,LRot_Y,LRot_Z,LRot_W,LGrab,LPinch,RPos_X,RPos_Y,RPos_Z,RRot_X,RRot_Y,RRot_Z,RRot_W,RGrab,RPinch
110780,0.0166674,1.82323159649968,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8208925,0.02539039,-0.6260129,0.7085463,0.02900558,0.7042989,-0.03292391,0,0.0607761107385159
110784,0.0166662,1.83989779651165,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8278188,0.01820493,-0.6249866,-0.7174494,-0.03132835,-0.6957926,-0.01255785,0,0.0130790751427412
110788,0.0166684,1.85656619630754,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8359956,0.01416916,-0.618476,-0.716997,-0.09141769,-0.6909752,-0.01056059,0,0.123065575957298
110792,0.0178751,1.8744412958622,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8453892,0.01184016,-0.613304,0.7019528,0.1186806,0.7022527,0.004300187,0,0.260142922401428
110796,0.0166689,1.89111019670963,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8514401,0.005575538,-0.6126582,0.7097015,0.1553307,0.687147,0.005021706,0,0.342898637056351
110798,0.0195283,1.91063849627972,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8598887,0.002071679,-0.6102479,0.7098756,0.1667826,0.6841641,0.01340471,0,0.45450022816658
110800,0.0166694,1.92730789631605,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8681902,-0.0001180768,-0.6071458,-0.6993463,-0.1853322,-0.6902996,-0.007291487,0,0.455736815929413
110806,0.0166656,1.94397349655628,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8711425,-0.001125991,-0.5945375,-0.7201576,-0.2228962,-0.6570171,-0.004356021,0,0.516216039657593
110810,0.0173404,1.96131389588118,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8851755,-0.003094018,-0.5800017,-0.7421153,-0.2084696,-0.6366197,-0.02281948,0,0.611495554447174
110812,0.020147,1.98146089538932,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8889741,0.003649712,-0.5689256,-0.7348919,-0.2448478,-0.6318944,0.02632399,0,0.70592999458313
110818,0.0166673,1.99812819622457,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8756144,0.03035492,-0.5438358,-0.7568887,-0.2047385,-0.6190089,0.04505152,0,0.666700124740601
