F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
169596,0.0166674,2.22701909951866,0.786496,0.4448555,-0.4282405,14.14897,21.6953,13.33907
169598,0.0166669,2.2436859998852,0.7943037,0.4448903,-0.4416733,14.21183,20.626,13.03799
169602,0.0166668,2.26035279966891,0.8085583,0.4451135,-0.4654716,14.55012,18.86643,12.69259
169604,0.0166665,2.27701929956675,0.8169997,0.4459956,-0.479178,14.8482,17.8082,12.55129
169610,0.0166671,2.29368639923632,0.8309376,0.4505255,-0.5011868,15.27039,15.6174,12.02322
169612,0.0166669,2.31035329960287,0.8381843,0.4545619,-0.5122102,15.30796,14.36882,11.6862
169616,0.0166672,2.32702049985528,0.8517449,0.4642354,-0.5322338,15.26931,12.22357,11.23338
169618,0.016669,2.34368949942291,0.8584547,0.4695237,-0.5420604,15.24871,11.19678,11.10499
169622,0.0166651,2.36035459861159,0.8705441,0.4790774,-0.5596239,15.3489,9.519576,10.89325
169624,0.0166669,2.37702149897814,0.8771604,0.4839475,-0.5692775,15.47544,8.701042,10.71516
169630,0.0166667,2.39368819817901,0.8887257,0.4917289,-0.5859735,15.70127,7.360415,10.33178
169632,0.0166682,2.41035639867187,0.8950887,0.4955629,-0.5949072,15.6867,6.820842,10.17418
169636,0.0166658,2.42702219821513,0.9059336,0.5016365,-0.6098775,15.27671,5.833071,9.910796
169638,0.0166668,2.44368899799883,0.9112123,0.5042484,-0.6169212,14.85941,5.319023,9.755924
169642,0.016667,2.46035599708557,0.920898,0.5083184,-0.6295105,13.85118,4.419793,9.399364
169644,0.0166672,2.47702319733799,0.9257716,0.5099041,-0.635713,13.29268,4.0059,9.177878
169650,0.0166668,2.49368999712169,0.9342403,0.5121504,-0.6462317,12.21754,3.315174,8.635752
169652,0.0166696,2.51035959646106,0.9384459,0.5130505,-0.6513054,11.59035,2.987057,8.258576
169656,0.0166648,2.52702439576387,0.9459912,0.5148424,-0.6594803,10.45282,2.54198,7.524013
169658,0.0166701,2.54369449615479,0.949442,0.5157233,-0.6630894,9.87007,2.380005,7.154685
169662,0.0166638,2.5603582970798,0.9545028,0.5173838,-0.6678537,8.998213,2.238604,6.69373
169664,0.0166681,2.57702639698982,0.9571945,0.5184703,-0.6701224,8.558835,2.207741,6.474708
169670,0.016666,2.59369239769876,0.9606535,0.5202121,-0.6727884,7.844811,2.262592,6.132206
169672,0.016667,2.6103593967855,0.9620938,0.5211705,-0.6737223,7.479,2.330494,5.959561
169676,0.0166669,2.62702629715204,0.9638628,0.5223203,-0.6744394,6.917871,2.534348,5.626668
169678,0.0166676,2.64369389787316,0.9642854,0.5226356,-0.6744148,6.65521,2.663928,5.397374
169682,0.0166664,2.66036029718816,0.9642356,0.5227373,-0.6734525,6.287207,2.851962,4.991522
169684,0.0166668,2.67702709697187,0.9637532,0.5225829,-0.6725656,6.109995,2.920691,4.822149
169690,0.0166673,2.69369439780712,0.9618016,0.5217971,-0.6703528,5.710957,3.020684,4.625946
169692,0.0166679,2.71036229841411,0.9604789,0.5213025,-0.6690131,5.489269,3.0516,4.597954
169696,0.0166665,2.72702879831195,0.9569792,0.5197893,-0.6658918,5.076797,3.106545,4.594526
169698,0.0166666,2.74369539879262,0.9548472,0.5188786,-0.6642859,4.910739,3.161005,4.586014
169702,0.0166667,2.76036209799349,0.9502467,0.5169917,-0.6609956,4.704056,3.311267,4.556729
169704,0.0166667,2.77702879719436,0.9475359,0.5160215,-0.6592487,4.665989,3.427848,4.534814
169710,0.0166671,2.79369589686394,0.9419523,0.5146098,-0.6562734,4.64435,3.70961,4.552061
169712,0.0166674,2.81036329641938,0.9382929,0.5141206,-0.6543841,4.608673,3.957498,4.626798
169716,0.0166665,2.82702979631722,0.9320332,0.5135419,-0.6515999,4.486975,4.485058,4.858801
169718,0.0166668,2.84369659610093,0.928229,0.513379,-0.6500933,4.439546,4.790195,5.014036
169722,0.0166673,2.86036389693618,0.921382,0.5128065,-0.6479885,4.440857,5.35666,5.277076
169726,0.0166678,2.87703169696033,0.9171199,0.5126438,-0.6468998,4.524583,5.770387,5.381133
169730,0.0166664,2.89369809627533,0.9106548,0.5121434,-0.6459075,4.762167,6.452983,5.399603
169732,0.0166668,2.91036489605904,0.9065315,0.5117135,-0.6455876,4.92443,6.844163,5.348802
169736,0.0166671,2.92703199572861,0.8991612,0.5112782,-0.6454759,5.23566,7.598158,5.183759
169738,0.0166666,2.94369859620929,0.8951153,0.5110245,-0.6456132,5.375858,7.999844,5.062005
169742,0.016667,2.96036559529603,0.887372,0.5107588,-0.6462871,5.615415,8.690132,4.727363
169744,0.0166668,2.97703239507973,0.8837731,0.5106038,-0.6466804,5.744358,9.034638,4.49349
169750,0.0166668,2.99369919486344,0.8765214,0.5104509,-0.6478958,5.924641,9.611943,4.049234
169752,0.0166669,3.01036609522998,0.8729644,0.5104638,-0.6486844,6.015355,9.880999,3.806061
169756,0.0166673,3.02703339606524,0.8657535,0.5105835,-0.6504007,6.228105,10.38362,3.330315
169758,0.0180549,3.04508829675615,0.8619896,0.5107993,-0.651355,6.366493,10.66876,3.079243
169762,0.0166702,3.06175849586725,0.8560627,0.5113546,-0.6531943,6.662437,11.11169,2.739509
169764,0.0166638,3.07842229679227,0.8528909,0.5117218,-0.6543485,6.83542,11.35721,2.579835
169770,0.0166705,3.09509279765189,0.8476872,0.5132008,-0.6564604,7.07763,11.74262,2.35615
169772,0.0166669,3.11175969801843,0.8451858,0.514079,-0.6575838,7.175426,11.92552,2.269198
169776,0.01667,3.1284296978265,0.8411434,0.516083,-0.6596811,7.317049,12.17895,2.214139
169778,0.0166647,3.14509439840913,0.8391972,0.5173955,-0.661034,7.420192,12.31231,2.191329
169782,0.0166731,3.16176749765873,0.8362777,0.5196463,-0.6634468,7.563809,12.47825,2.08251
169786,0.0174429,3.17921039834619,0.8348004,0.520927,-0.6648648,7.645992,12.56837,2.004105
169790,0.016668,3.19587839767337,0.8329307,0.5229422,-0.6673495,7.804137,12.66799,1.91968
169792,0.0166657,3.21254409849644,0.8319731,0.5240976,-0.6688641,7.913097,12.69093,1.913142
169796,0.0166678,3.22921189852059,0.8308945,0.5253932,-0.6714976,8.213937,12.68972,1.908999
169798,0.0166667,3.24587859772146,0.8305199,0.526104,-0.6730883,8.416893,12.6799,1.90723
169802,0.0166668,3.26254539750516,0.83024,0.5268909,-0.6758565,8.742211,12.63915,1.945611
169806,0.0166667,3.27921209670603,0.830381,0.5271789,-0.6775947,8.878862,12.59094,2.003624
169810,0.0166683,3.29588039591908,0.8308614,0.5272506,-0.6802351,9.102526,12.48352,2.210699
169812,0.0166658,3.31254619546235,0.8312949,0.5270244,-0.6817124,9.222595,12.40933,2.359811
169816,0.016667,3.32921319454908,0.8325217,0.5262965,-0.6843908,9.440757,12.21996,2.610873
169818,0.0166667,3.34587989374995,0.8334964,0.5256883,-0.6857618,9.570773,12.1029,2.708023
169822,0.016667,3.36254689283669,0.8354586,0.5242772,-0.6881245,9.802843,11.91697,2.865631
169826,0.0166671,3.37921399250627,0.8366837,0.5234308,-0.689258,9.95527,11.77932,3.025513
169830,0.0166695,3.39588349312544,0.8392235,0.5216729,-0.691185,10.19139,11.53728,3.316675
169832,0.0166644,3.41254789382219,0.8411248,0.5204028,-0.6924711,10.35601,11.36198,3.478765
169836,0.0166665,3.42921439372003,0.8442329,0.5185225,-0.6940072,10.56136,11.08054,3.62202
169838,0.0166669,3.44588129408658,0.8464026,0.5172788,-0.6948657,10.63781,10.88311,3.627801
169842,0.0166776,3.46255889348686,0.8498288,0.5156603,-0.6959112,10.70645,10.58825,3.540753
169846,0.0166668,3.47922569327056,0.8519982,0.5147538,-0.6963885,10.75778,10.42936,3.533156
169850,0.016667,3.4958926923573,0.8554723,0.5134658,-0.6969207,10.85613,10.21861,3.613687
169854,0.0166666,3.51255929283798,0.8593937,0.5127232,-0.6971738,10.96088,10.06378,3.732066
169856,0.0166669,3.52922619320452,0.8612757,0.5127931,-0.697142,10.99626,10.00514,3.755966
169860,0.0167898,3.54601599276066,0.8646398,0.5126789,-0.6971971,11.17207,9.946837,3.720004
169862,0.0166679,3.56268389336765,0.8663116,0.5128207,-0.6970642,11.33305,9.954722,3.682829
169866,0.0166673,3.5793511942029,0.8695504,0.5135627,-0.6969069,11.63862,9.981556,3.565763
169868,0.0166664,3.5960175935179,0.8708073,0.5140462,-0.6967925,11.77239,9.987027,3.472237
169874,0.0166666,3.61268419399858,0.8736518,0.5150127,-0.6967315,12.01609,9.973497,3.208078
169876,0.0166668,3.62935099378228,0.8747715,0.5152868,-0.6968201,12.10976,9.964926,3.055404
169880,0.0166673,3.64601829461753,0.8772911,0.5149942,-0.6972354,12.30453,9.901252,2.803413
169882,0.0166666,3.66268489509821,0.8784767,0.5148253,-0.697397,12.43226,9.864536,2.773321
169886,0.0166669,3.67935179546475,0.8810969,0.5143247,-0.6980015,12.67891,9.771345,2.913382
169888,0.0166661,3.69601789489388,0.8823705,0.5141894,-0.6983246,12.77933,9.68941,3.021203
169892,0.0166686,3.71268649399281,0.8841407,0.5137728,-0.6988106,12.8448,9.575159,3.133224
169896,0.0166664,3.72935289330781,0.8870273,0.5133341,-0.6995089,12.8827,9.327236,3.301007
169898,0.0166672,3.74602009356022,0.8890027,0.5132462,-0.6999061,12.86675,9.134503,3.371589
169902,0.0166664,3.76268649287522,0.8922533,0.5129423,-0.7005353,12.7526,8.764903,3.354939
169906,0.0166669,3.77935339324176,0.8963572,0.5122365,-0.7013625,12.69271,8.373147,3.212002
169908,0.0166664,3.79601979255676,0.8982925,0.5120632,-0.7016786,12.69041,8.200753,3.099937
169914,0.0166672,3.81268699280918,0.9024506,0.5113155,-0.7025175,12.72667,7.842977,2.775137
